SIGNAL_NAME,Lat,Lng
DN IB INNR DIST,2200.5606,8259.0104
DN IB,2200.6208,8259.5955
DN JDI DIST,2200.3128,8301.5007
DN NEU SEC AHEAD,2200.2458,8301.8437
DN JDI INNR DIST,2200.1993,8302.0836
DN JDI HOME,2200.0873,8302.6618
DN JDI STR,2159.952,8303.36
DN L XING:306,2159.9008,8303.6244
DN JDI ADV STR,2159.9008,8303.6244
DN KHS DIST,2159.7778,8304.2599
DN KHS INNR DIST,2159.6477,8304.8582
DN KHS HOME,2159.507,8305.4232
DN L XING:310,2159.453,8305.7823
DN KHS STR,2159.5723,8306.403
DN KHS ADV STR,2159.5937,8306.4922
DN NEU SEC AHEAD,2159.6713,8306.8266
DN GATE INNR DIST,2159.6979,8306.9374
DN GATE SIG,2159.8295,8307.4832
DN L XING:311,2159.8511,8307.6023
DN IB,2159.8631,8307.8116
DN ROB DIST,2159.8603,8308.9482
DN ROB INNR DIST,2159.7595,8309.5583
DN ROB HOME,2159.5784,8310.1026
DN ROB STR,2159.3888,8311.166
DN L XING:305,2159.4342,8311.3195
DN ROB ADV STR,2159.4342,8311.3195
DN SPGL INNR DIST,2159.6477,8311.7874
DN SPGL HOME,2159.886,8312.303
DN L XING:303,2159.9345,8312.408
DN SPGL STR,2200.0426,8312.8031
DN GATE SIG,2159.7258,8313.6974
DN L XING:301,2159.6696,8313.7827
DN BEF DIST,2159.3801,8314.2192
DN BEF INNR DIST,2159.0634,8314.6933
DN BEF HOME,2158.7381,8315.1907
DN L XING:299,2158.6352,8315.3486
DN BEF STR,2158.3731,8315.7433
DN L XING:298,2158.3002,8315.8609
DN BEF INT STR,2158.1768,8316.0528
DN BEF ADV STR,2158.0194,8316.2845
DN NEU SEC AHEAD,2158.0584,8316.2278
DN GATE SIG,2157.7444,8316.6954
DN L XING:297,2157.6803,8316.793
DN IB,2157.2878,8317.3861
DN KDTR DIST,2156.7111,8318.2572
DN KDTR INNR DIST,2156.3998,8318.7274
DN KDTR HOME,2156.0783,8319.2123
DN L XING:293,2156.023,8319.2957
DN KDTR STR,2155.5135,8320.0593
DN KDTR ADV STR,2155.3538,8320.3036
DN JSPL HOME,2155.0068,8320.8225
DN JSPL STR,2154.646,8321.3667
DN JSPL ADV STR,2154.5583,8321.4992
DN RIG DIST,2154.3576,8321.8028
DN RIG INNR DIST,2154.0355,8322.2808
DN NEU SEC AHEAD,2153.8667,8322.534
DN RIG HOME,2153.6956,8322.7906
DN RIG STR,2153.4494,8323.5567
DN SZB STR,2115.2036,8134.5805
DN SZB ADV STR,2115.2624,8134.8964
DN A:A404,2115.603,8135.5321
DN A:A406,2115.8566,8136.092
DN A:A408,2116.0705,8136.6926
DN A:A410,2116.3966,8137.2994
DN A:A412,2116.7782,8137.9747
DN URK HOME,2117.239,8138.6274
DN CPH STR,2202.0438,8240.0714
DN CH ADV STR,2202.0162,8240.344
DN NEU SEC,2202.3906,8240.6738
DN A:AG1,2202.4902,8240.7211
DN SVNI HOME,2202.9153,8240.9182
DN SVNI STR,2203.3952,8241.1409
DN SA G:AG5,2203.8828,8241.2992
DN SA G:AG7,2204.3259,8241.2596
DN BPRH HOME,2205.0458,8241.3075
DN BPRH STR,2205.6558,8241.4107
DN BPRH ADV STR,2205.7793,8241.4325
DN A:AG9,2206.202,8241.5087
DN SA G:AG11,2206.6664,8241.5894
DN KTHD HOME,2207.1804,8241.6798
DN L XING,2207.2935,8241.6995
DN KTHD STR,2207.9783,8241.7836
DN L XING,2208.1248,8241.8035
DN KTHD ADV STR,2208.1863,8241.8216
DN SA G:AG13,2208.6038,8242.049
DN A:AG15,2209.0986,8242.3278
DN MWRN HOME,2209.581,8242.5825
DN MWRN STR,2210.1286,8242.7824
DN L XING,2210.3053,8242.8534
DN MWRN ADV STR,2210.4085,8242.906
DN SA G:AG19,2211.0885,8243.2635
DN A:AG21,2211.7095,8243.6954
DN SRBA HOME,2212.2709,8243.9125
DN L XING,2212.5362,8243.9454
DN SRBA STR,2212.9807,8243.9984
DN SRBA ADV STR,2213.182,8244.0219
DN L XING,2213.3251,8244.0388
DN SA G:AG25,2213.9227,8244.2
DN PLAU HOME,2214.4549,8244.2204
DN PLAU STR,2214.7415,8244.1944
DN L XING,2214.9256,8244.2085
DN A:AG27,2215.3401,8244.1722
DN URGA HOME,2215.7906,8244.1818
DN URGA STR,2216.3169,8244.194
DN L XING,2216.4924,8244.1427
DN URGA ADV STR,2216.5368,8244.1041
DN SA G:AG29,2216.6762,8243.9421
DN A:AG31,2217.1176,8243.482
DN SA G:AG33,2217.6421,8243.3021
DN A:AG35,2218.1764,8243.3839
DN SA G:AG37,2218.6968,8243.4448
DN A:AG39,2219.231,8243.3641
DN KRBA HOME,2219.8618,8243.1473
DN L XING,2220.0766,8242.9444
DN KRBA STR,2220.42,8242.6145
DN CORD HOME,2203.8774,8208.5136
DN CORDC STR,2204.3198,8208.1021
DN NEU SEC,2204.3979,8208.0338
DN A:AK1,2204.9466,8207.5543
DN USL HOME,2205.4076,8207.1605
DN USL STR,2206.3637,8206.6366
DN USL ADV STR,2206.6459,8206.5007
DN A:AK3,2207.4906,8206.1742
DN A:AK5,2208.1968,8205.8859
DN A:AK7,2208.8916,8205.6013
DN GTK HOME,2209.4963,8205.3541
DN GTK H BRD,2209.8638,8205.2005
DN GTK STR,2210.1467,8205.0853
DN GTK ADV STR,2210.3863,8204.9908
DN DJ OPEN,2211.169,8204.6698
DN KLTR DIST,2212.7638,8204.017
DN KLTR INNR DIST,2213.235,8203.8243
DN KLTR HOME,2213.7496,8203.6148
DN KLTR H BRD,2214.0672,8203.4835
DN KLTR STR,2214.3626,8203.3613
DN KLTR ADV STR,2214.5403,8203.2917
DN KGB DIST,2216.6009,8202.4506
DN KGB INNR DIST,2217.0876,8202.2526
DN KGB HOME,2217.5617,8201.9636
DN KGB H BRD,2217.8473,8201.5976
DN KGB STR,2217.9725,8201.44
DN KGB ADV STR,2218.1555,8201.2534
DN SLKR DIST,2220.353,8200.54
DN SLKR INNR DIST,2220.8691,8200.4166
DN SLKR HOME,2221.4064,8200.4767
DN SLKR H BRD,2221.9345,8200.6117
DN SLKR STR,2222.0956,8200.653
DN SLKR ADV STR,2222.2915,8200.7073
DN BIG DIST,2224.2544,8201.5581
DN NZ500,2224.7352,8201.7214
DN BIG INNR DIST,2224.7742,8201.7309
DN NZ250,2224.8904,8201.7593
DN DJ OPEN,2225.0312,8201.7938
DN DJ CLOSE,2225.1434,8201.8214
DN BIG HOME,2225.3005,8201.8597
DN BIG H BRD,2225.8404,8201.9386
DN BIG STR,2225.9945,8201.9586
DN BIG ADV STR,2226.2715,8202.0242
DN TGQ DIST,2229.3651,8200.879
DN TGQ INNR DIST,2229.7678,8200.4509
DN TGQ HOME,2230.165,8200.0245
DN TGQ H BRD,2230.4333,8159.7402
DN TGQ STR,2230.6161,8159.5468
DN TGQ ADV STR,2230.7442,8159.4092
DN KGS DIST,2232.561,8157.8278
DN KGS INNR DIST,2232.7573,8157.278
DN KGS HOME,2232.9622,8156.675
DN KGS H BRD,2233.0977,8156.0873
DN KGS STR,2233.1331,8155.8844
DN KGS ADV STR,2233.1591,8155.6733
DN NEU SEC,2233.7133,8154.9188
DN BHTK DIST,2235.8636,8153.7094
DN BHTK INNR DIST,2236.0235,8154.3066
DN BHTK HOME,2236.4655,8154.1381
DN BHTK STR,2236.4833,8153.7246
DN BHTK ADV STR,2236.4176,8153.6337
DN KOI DIST,2238.6348,8155.9873
DN KOI INNR DIST,2239.0723,8156.3261
DN KOI HOME,2239.5704,8156.6025
DN KOI STR,2240.0145,8155.9887
DN KOI ADV STR,2240.1014,8155.8432
DN SBRA DIST,2241.2961,8155.1166
DN SBRA INNR DIST,2241.686,8154.6538
DN SBRA HOME,2242.1947,8154.5312
DN SBRA STR,2242.7945,8154.5454
DN W298,2242.8638,8154.5122
DN SBRA ADV STR,2242.916,8154.4926
DN PND DIST,2243.8516,8153.1557
DN PND INNR DIST,2244.208,8153.6816
DN NEU SEC,2244.2222,8153.7089
DN PND HOME,2244.7423,8154.038
DN PND STR,2245.5406,8153.9008
DN MXA STR,2109.4474,8121.3781
DN LXING:DD10,2109.4343,8121.3505
DN MXA ADV STR,2109.3209,8121.1601
DN GATE INNR DIST,2109.0694,8120.7393
DN GATE SIG,2109.0608,8120.2345
DN LXING:DD08,2109.1182,8120.1332
DN GATE DIST,2109.9837,8118.6127
DN GATE INNR DIST,2110.2788,8118.1283
DN GATE SIG,2110.7888,8118.1382
DN LXING:DD04,2110.903,8118.1751
DN DLBS HOME,2111.0002,8118.206
DN DURG HOME,2111.6275,8118.3229
DN DURG INT HOME,2111.8059,8118.0706
DN DURG STR,2112.0871,8117.3208
DN TDOK STR,1957.6506,8107.5649
DN TDOK ADV STR,1957.7723,8107.6861
DN AAGH DIST,2003.9168,8108.3298
DN AAGH INNR DIST,2004.5645,8108.3755
DN AAGH HOME,2005.1044,8108.3271
DN AAGH STR,2005.7835,8108.3528
DN AAGH ADV STR,2005.9183,8108.3588
DN NEU SEC,2006.2695,8108.3846
DN KETI DIST,2012.1122,8105.424
DN KETI INNR DIST,2012.6328,8105.1854
DN KETI HOME,2013.1447,8105.0126
DN KETI STR,2013.8334,8104.7845
DN KETI ADV STR,2013.999,8104.7238
DN BPTP DIST,2016.3349,8104.4063
DN BPTP INNR DIST,2016.7933,8104.0346
DN BPTP HOME,2017.3412,8104.02
DN BPTP STR,2018.0381,8103.8154
DN BPTP ADV SRT,2018.234,8103.754
DN NEU SEC,2018.6696,8103.676
DN GUDM DIST,2024.7904,8104.4741
DN GUDM INNR DIST,2025.3065,8104.757
DN GUDM HOME,2025.8138,8105.0225
DN GUDM STR,2026.4606,8105.1551
DN GUDM ADV STR,2026.6322,8105.1885
DN HALT:SHIT,2029.4337,8104.6549
DN DRZ DIST,2033.6046,8104.1635
DN DRZ INNR DIST,2034.1384,8104.0835
DN DRZ HOME,2034.69,8103.9752
DN UNMND LXING,2034.8044,8103.9971
DN DRZ STR,2035.4539,8104.1454
DN DRZ ADV STR,2035.6282,8104.1755
DN NEU SEC,2036.6251,8104.543
DN KYS DIST,2037.1735,8104.7927
DN KYS INNR DIST,2037.7167,8105.0376
DN KYS HOME,2038.2133,8105.2622
DN LXING:DD59,2038.3146,8105.3079
DN KYS STR,2038.8017,8105.6724
DN KYS ADV STR,2038.9013,8105.8079
DN HALT:BSBH,2041.3471,8107.559
DN BXA DIST,2043.9691,8110.5777
DN BXA INNR DIST,2044.101,8111.1453
DN BXA HOME,2044.2369,8111.731
DN LXING:DD50,2044.2936,8111.9
DN BXA STR,2044.4946,8112.4607
DN BXA ADV STR,2044.5586,8112.6188
DN GATE SIG,2044.6533,8112.8684
DN LXING:DD48,2044.6881,8112.9638
DN NEU SEC,2044.8335,8113.347
DN GATE DIST,2046.119,8115.6618
DN GATE INNR DIST,2046.6417,8115.7803
DN GATE SIG,2047.2013,8115.9095
DN LXING:DD46,2047.3191,8115.9373
DN LBO HOME,2047.6671,8116.0168
DN LBO STR,2048.2853,8116.1618
DN LBO ADV STR,2048.4004,8116.1889
DN GATE DIST,2050.4388,8116.657
DN GATE INNR DIST,2050.9923,8116.785
DN GATE SIG,2051.5094,8116.938
DN LXING:DD40,2051.6158,8116.9763
DN HALT:SKSO,2052.1329,8117.1694
DN GATE SIG,2052.2086,8117.1975
DN LXING:DD39,2052.3098,8117.2332
DN GATE DIST,2055.1492,8117.8125
DN NUE SEC,2055.5035,8117.8837
DN GATE INNR DIST,2055.6915,8117.9234
DN GATE SIG,2056.2354,8118.0347
DN LXING:DD33,2056.3233,8118.0526
DN GDZ HOME,2056.4906,8118.087
DN GDZ STR,2057.1214,8118.2154
DN GDZ ADV STR,2057.2825,8118.2542
DN GATE DIST,2058.2621,8118.4431
DN GATE INNR DIST,2058.8053,8118.5526
DN GATE SIG,2059.342,8118.6608
DN LXING:DD27,2059.4717,8118.6928
DN LXING:DD24,2101.1109,8119.0219
DN RSA DIST,2101.991,8119.1981
DN RSA INNR DIST,2102.5485,8119.3083
DN RSA HOME,2103.0954,8119.4169
DN LXING:DD19,2103.2547,8119.4479
DN RSA STR,2103.681,8119.5325
DN RSA ADV STR,2103.8029,8119.5594
DN GATE DIST,2104.8718,8119.77
DN GATE INNR DIST,2105.4083,8119.876
DN HALT:PUWA,2105.8791,8119.9685
DN GATE SIG,2105.8791,8119.9685
DN LXING:DD15,2106.0603,8120.0038
DN NUE SEC,2106.2073,8120.0313
DN MXA DIST,2108.3215,8120.4529
DN MXA INNR DIST,2108.9249,8120.5906
DN MXA HOME,2109.2391,8121.0277
DN LXING:DD10,2109.4202,8121.3381
DN MXA STR,2109.6694,8121.7495
DN RSD STR,2116.8082,8139.0899
DN RSD ADV STR,2117.1342,8139.0877
DN URK STR,2117.7263,8139.086
DN TIG STR,2017.1577,8309.1416
DN TIG ADV STR,2017.3929,8308.7797
DN GATE SIG,2017.4718,8308.6757
DN L XING:RV 158,2017.5523,8308.5625
DN L XING:RV 154,2018.7016,8306.8657
DN RNBT DIST,2018.8283,8306.6845
DN RNBT HOME,2019.191,8306.1264
DN RNBT STR,2019.5882,8305.5463
DN L XING:RV 151,2019.7729,8305.3349
DN RNBT ADV STR,2019.7934,8305.311
DN L XING:RV 150,2020.0992,8304.9604
DN NZ 500,2020.9865,8303.853
DN NZ 250,2021.0378,8303.7841
DN DJ OPEN,2021.0633,8303.7495
DN DJ CLOSE,2021.0804,8303.7265
DN L XING:RV 141,2022.3167,8302.0649
DN MRBL DIST,2022.4416,8301.8959
DN MRBL HOME,2022.8248,8301.3837
DN MRBL STR,2023.279,8300.8881
DN MRBL ADV STR,2023.43,8300.7265
DN L XING:RV 137,2023.5257,8300.6093
DN L XING:RV 132,2025.4222,8258.3969
DN GATE DISTANT,2027.4145,8255.875
DN GATE CUM DIST,2027.7956,8255.2998
DN L XING:RV 124,2027.8646,8255.1928
DN KBJ HOME,2028.0721,8254.9013
DN KBJ STR,2028.6239,8254.225
DN NZ 500,2028.831,8253.9684
DN KBJ ADV STR,2028.8455,8253.9511
DN NZ 250,2028.9434,8253.8495
DN DJ OPEN,2029.0335,8253.7589
DN DJ CLOSE,2029.0878,8253.7046
DN L XING:RV 118,2030.4542,8252.1088
DN TRKR DIST,2032.8962,8249.4941
DN TRKR HOME,2033.3471,8249.1625
DN TRKR STR,2033.9382,8248.7368
DN TRKR ADV STR,2034.0766,8248.6293
DN GATE DISTANT,2036.4161,8246.9287
DN GATE CUM DIST,2036.9333,8246.4389
DN L XING:RV 108,2037.0272,8246.3706
DN HSK HOME,2037.1413,8246.2846
DN HSK STR,2037.6483,8245.9086
DN L XING:RV 107,2037.764,8245.8134
DN HSK ADV STR,2037.8332,8245.7636
DN GATE DISTANT,2038.5091,8245.227
DN GATE SIG,2038.8801,8244.8828
DN L XING:RV 105,2038.9626,8244.8056
DN L XING:RV 102,2039.7857,8244.0395
DN NZ 500,2040.1037,8243.7441
DN NZ 250,2040.1892,8243.664
DN DJ OPEN,2040.2149,8243.6401
DN DJ CLOSE,2040.2324,8243.624
DN L XING:RV 100,2040.3846,8243.4824
DN LKNA DIST,2043.1302,8240.7719
DN LKNA HOME,2043.4963,8240.2983
DN LKNA STR,2043.9002,8239.6181
DN LKNA ADV STR,2043.9853,8239.4731
DN L XING:RV 90,2044.2502,8239.0317
DN L XING:RV 87,2045.9123,8236.7988
DN NPD DIST,2047.68,8234.791
DN L XING:RV 81,2047.7153,8234.7509
DN NPD HOME,2048.0788,8234.3374
DN NPD STR,2048.7336,8233.5917
DN L XING:RV 79,2048.8371,8233.5053
DN NPD ADV STR,2049.0633,8233.4174
DN NZ 500,2049.3304,8233.333
DN NZ 250,2049.3514,8233.3261
DN DJ OPEN,2049.372,8233.3198
DN DJ CLOSE,2049.3824,8233.3164
DN L XING:RV 76,2051.717,8231.8134
DN KRAR DIST,2052.9748,8231.2055
DN KRAR HOME,2053.5112,8230.9462
DN L XING:RV 73,2053.6042,8230.9013
DN KRAR STR,2054.2159,8230.6025
DN KRAR ADV STR,2054.4222,8230.5053
DN GATE SIG,2054.6396,8230.3994
DN L XING:RV 71,2054.7287,8230.3505
DN L XING:RV 68,2055.9587,8229.5917
DN L XING:RV 67,2056.779,8229.1049
DN KMK DIST,2058.0743,8228.2241
DN KMK HOME,2058.472,8227.8129
DN L XING:RV 63,2058.5676,8227.7143
DN KMK STR,2059.0924,8227.1713
DN KMK ADV STR,2059.2564,8227.0009
DN L XING:RV 59,2100.176,8226.0483
DN NZ 500,2100.4261,8225.7895
DN NZ 250,2100.4934,8225.7202
DN DJ OPEN,2100.5412,8225.6704
DN DJ CLOSE,2100.5699,8225.6406
DN BGBR DIST,2102.1313,8223.8349
DN BGBR HOME,2102.4663,8223.4204
DN BGBR STR,2102.8768,8222.9501
DN L XING:RV 52,2102.9936,8222.7656
DN BGBR ADV STR,2102.9991,8222.7583
DN BMKJ DIST,2104.6009,8218.4213
DN L XING:RV 47,2104.6462,8218.1772
DN BMKJ HOME,2104.7252,8217.746
DN BMKJ STR,2104.8564,8217.0336
DN L XING:RV 46,2104.8586,8217.0209
DN BMKJ ADV STR,2104.8967,8216.8461
DN L XING:RV 45,2105.4262,8215.7016
DN ARN DIST,2105.8846,8212.0122
DN ARN HOME,2106.0103,8211.4663
DN L XING:RV 39,2106.0432,8211.3286
DN ARN STR,2106.1805,8210.7333
DN ARN ADV STR,2106.2298,8210.519
DN GATE SIG,2106.3707,8209.8583
DN L XING:RV 38,2106.3759,8209.7578
DN NZ 500,2106.5515,8207.4765
DN NZ 250,2106.5771,8207.352
DN DJ OPEN,2106.5881,8207.2988
DN DJ CLOSE,2106.5932,8207.2729
DN MSMD DIST,2106.6024,8207.2611
DN MSMD HOME,2106.7154,8206.6738
DN L XING:RV 35,2106.7418,8206.5463
DN MSMD STR,2106.8548,8205.9765
DN L XING:RV 34,2106.9045,8205.7597
DN MSMD ADV STR,2106.9271,8205.6982
DN BLSN DIST,2108.7961,8203.1401
DN L XING:RV 31,2108.9853,8202.8779
DN BLSN HOME,2109.0937,8202.6406
DN L XING:RV 30,2109.1295,8202.5395
DN BLSN STR,2109.3243,8201.9824
DN BLSN ADV STR,2109.4106,8201.7358
DN GATE DIST,2109.7539,8200.7133
DN GATE SIG,2109.961,8200.1621
DN L XING:RV 28,2109.9968,8200.06
DN GATE DIST,2110.806,8158.5805
DN GATE SIG,2111.0692,8158.0561
DN L XING:RV 25,2111.1101,8157.9633
DN ANMD HOME,2111.1546,8157.8544
DN L XING:RV 24,2111.196,8157.7534
DN ANMD STR,2111.4615,8157.0874
DN L XING:RV 23,2111.5039,8156.9189
DN ANMD ADV STR,2111.5056,8156.9091
DN L XING:RV 21,2111.6866,8156.0605
DN NZ 500,2111.8405,8155.0292
DN LAE DIST,2111.8541,8154.9541
DN NZ 250,2111.8675,8154.8789
DN DJ OPEN,2111.8741,8154.8413
DN DJ CLOSE,2111.8808,8154.8041
DN LAE INN DIST,2111.9715,8154.2934
DN LAE HOME,2112.0664,8153.7094
DN LAE STR,2112.1352,8152.854
DN LAE ADV STR,2112.1899,8152.6596
DN L XING:RV 20,2112.2387,8152.5078
DN GATE DIST,2112.608,8150.7505
DN GATE INN DIST,2112.7072,8150.1915
DN GATE SIG,2112.8059,8149.6381
DN L XING:RV 17,2112.8266,8149.5231
DN NRMH HOME,2112.9346,8148.9143
DN NRMH STR,2113.114,8147.9116
DN NRMH ADV STR,2113.1778,8147.5473
DN MNDH HOME,2113.2893,8146.9702
DN MNDH STR,2113.6424,8146.2666
DN L XING:RV 14,2113.6623,8146.2192
DN MNDH ADV STR,2113.7801,8145.9604
DN GATE SIG,2113.9184,8145.2807
DN L XING:RV 13,2113.9194,8145.1948
DN L XING:RV 12,2114.128,8144.1801
DN GATE DIST,2114.1746,8144.0527
DN GATE INN DIST,2114.3746,8143.5053
DN GATE SIGNAL,2114.571,8142.9677
DN L XING:RV 10,2114.6125,8142.8632
DN GATE DIST,2114.9219,8142.0053
DN GATE INN DIST,2115.1231,8141.4492
DN GATE SIG,2115.3245,8140.9033
DN L XING:RV 7,2115.3603,8140.8139
DN GATE SIGNAL,2115.539,8140.3154
DN NZ 500,2115.5584,8140.2724
DN L XING:RV 6,2115.5825,8140.207
DN NZ 250,2115.612,8140.1264
DN DJ OPEN,2115.6613,8140.9819
DN DJ CLOSE,2115.6949,8140.8886
DN RVH HOME,2115.7916,8139.6206
DN L XING:RV 3,2115.9327,8139.2524
DN RVH STR,2116.0834,8138.8212
DN RVH ADV STR,2116.1064,8138.5898
DN R HOME SIG,2115.8575,8138.0078
DN R STARTER,2115.2032,8137.684
DN NGP STR,2109.2421,7905.3492
DN NGP INT STR,2109.478,7905.3789
DN NGP ADV STR,2109.7203,7905.7369
DN NEU SEC,2109.7351,7905.8795
DN NGP GATE SIG,2109.6143,7906.1585
DN L XING,2109.5793,7906.2739
DN L XING,2109.5572,7906.4357
DN ITR HOME,2109.4438,7906.8038
DN ITR STR,2109.4495,7907.5449
DN ITR ADV STR,2109.5535,7907.8374
DN KAV HOME,2109.7634,7908.9584
DN RIM STR,2058.2855,8151.7463
DN L XING:,2058.3302,8151.5943
DN RIM ADV STR,2058.3453,8151.5418
DN WARN BD,2059.6264,8147.6163
DN GATE DIST,2059.8129,8147.4487
DN GATE SIGNAL,2100.2442,8147.0651
DN MCF PH,2100.2957,8147.0195
DN L XING:,2100.3447,8146.9763
DN AVP WARN BD,2101.9761,8145.3194
DN AVP DIST,2102.0486,8145.0928
DN AVP HOME,2102.3229,8144.6061
DN AVP STR,2103.0691,8144.7129
DN AVP ADV STR,2103.2419,8144.7512
DN KDRI WARN BD,2104.5201,8145.0267
DN KDRI DISTANT,2104.7417,8145.0131
DN KDRI HOME,2105.2884,8144.8119
DN KDRI STR,2105.9265,8144.5559
DN L XING:RD22,2106.0718,8144.4928
DN KDRI ADV STR,2106.0919,8144.4844
DN FRGD PH,2108.1472,8145.0941
DN CBD PH,2110.098,8145.8171
DN MNDH DIST,2111.666,8146.3978
DN MNDH INNR DIST,2112.1813,8146.5905
DN NEU SEC,2112.3765,8146.6647
DN MNDH INT HM,2112.718,8146.7899
DN UGNR PH,2112.8138,8146.8235
DN MNDH HOME,2113.3622,8146.8001
DN MNDH STR,2113.6425,8146.2666
DN L XING:RV14,2113.6623,8146.2192
DN MNDH ADV STR,2113.7801,8145.9605
DN GATE SIGNAL,2113.9185,8145.281
DN L XING:RV13,2113.9194,8145.1948
DN L XING:RV12,2114.128,8144.1801
DN GATE DIST,2114.1747,8144.0527
DN GATE INN DIST,2114.3746,8143.5052
DN GATE SIGNAL,2114.5711,8142.968
DN L XING:RV10,2114.6125,8142.8632
DN GATE DIST,2114.922,8142.0055
DN GATE INN DIST,2115.1232,8141.4491
DN GATE SIGNAL,2115.3246,8140.9033
DN L XING:RV7,2115.3604,8140.8139
DN GATE SIGNAL,2115.5391,8140.315
DN L XING:RV6,2115.5825,8140.207
DN NEU SEC,2115.6564,8139.9775
DN RVH HOME,2115.7916,8139.6207
DN L XING:RV3,2115.9327,8139.2524
DN RVH STR,2116.0835,8138.8213
DN RVH ADV STR,2116.1064,8138.5901
DN R HOME SIG,2115.8576,8138.0076
DN RAIPUR STR,2115.2032,8137.684
DN ACAB CCAB STR,2114.0814,8129.7816
DN ACAB DCAB STR,2114.0784,8129.7816
DN BIA AWZ STR,2121.537,8124.7362
DN BIA JBH HOME,2112.3036,8124.6846
DN BKTH CCS STR,2130.156,8146.917
DN BKTH MBPB STR,2129.0088,8146.485
DN BLEY NG STR,2112.1668,8124.9828
DN BLEY SG STR,2112.1548,8124.9756
DN BMY MNBK STR,2111.586,8125.737
DN BYT MRLB STR,2140.4928,8205.1762
DN CCAB RYD STR,2113.332,8128.6542
DN CEYD HOME,2111.3358,8124.582
DN CEYD STR,2111.5854,8125.2138
DN CLYD HOME,2110.7898,8124.0234
DN CLYD STR,2111.1906,8124.4344
DN DBEC BMYC YP,2112.9798,8127.3966
DN DCAB DNTH STR,2113.3512,8128.14
DN DNTH STR,2113.1604,8127.8568
DN DRZ KSDG HOME,2034.8162,8103.9882
DN DRZ KSDG STR,2034.2654,8102.7426
DN DRZ RSDG HOME,2034.8162,8103.9882
DN DRZ RSDG STR,2034.614,8104.4226
DN FMYD HOME,2111.3814,8124.831
DN FMYD STR,2111.601,8125.3374
DN HN MGCH-1 STR,2134.2786,8201.068
DN HN MGCH-2 STR,2134.8324,8201.7538
DN HN SM4 HOME,2136.0936,8155.2066
DN HN SM4 STR,2135.8692,8155.6974
DN HN UCLH STR,2132.7348,8157.2544
DN HNEOC SDG STR,2138.6544,8151.5004
DN JBH ADV STR,2113.8792,8123.9244
DN JBH STR,2114.1084,8123.8524
DN JCWS STR,2114.3286,8123.1018
DN MDH MSIM-1 STR,2120.9724,8140.848
DN MDH MSIM-2 STR,2121.141,8140.7862
DN NPI NVCN STR,2149.2654,8203.4992
DN NPI PCPN STR,2144.0898,8212.8898
DN OREYD HOME,2110.2498,8123.475
DN OREYD STR,2110.6194,8123.964
DN PCAB ADV STR,2112.477,8126.2944
DN PCAB CEYD HOME,2112.2106,8124.4998
DN PCAB MNBK STR,2112.2322,8125.9824
DN PCAB STR,2112.3042,8125.998
DN RYD DCAB ADV STR,2113.4994,8128.476
DN RYD LH STR,2113.41,8128.3896
DN RYD-1 STR,2113.0572,8127.699
DN RYD-2 STR,2113.053,8127.6936
DN RYD-3 STR,2113.0512,8127.6942
DN RYD-4 STR,2113.0428,8127.696
DN TLD MGMT-1 STR,2126.9868,8150.8362
DN TLD MGMT-2 STR,2126.9862,8150.8422
DN TLD MGMT-3 STR,2126.985,8150.8518
DN TLD MGMT-4 STR,2126.976,8150.8686
DN RSD (RVH) HOME,2116.1898,8139.0834
DN RSD (URK_W) HOME,2117.2764,8139.0834
DN URK (RSD) HOME,2117.8992,8139.1338
DN RSD (URK_E) STR,2116.8432,8139.0906
DN DURG HOME,2112.1302,8117.1876
